nusoc;cdepso;cvilso;sexsoc;bgesso;aadhso;anaiso;mnaiso;jnaiso;cspsoc;sitmat;nbenf;accmai;accsms;sitpav1
52858;13;009;1;33;2024;1990;7;27;20;N;0;1;1;Non abonné
52866;29;400;1;139;2024;1995;12;7;40;N;0;1;0;Non abonné
52869;55;200;1;103;2024;1991;4;5;40;O;0;1;1;Non abonné
52943;92;800;3;117;2024;1950;1;1;70;STE;0;1;1;Non abonné
52971;74;150;1;64;2024;1971;3;20;12;O;0;1;1;Non abonné
53005;95;100;1;90;2024;1987;1;8;20;NC;0;1;1;Non abonné
53017;13;008;1;33;2024;1974;5;2;40;O;0;1;1;Non abonné
53041;45;800;1;122;2024;1995;8;1;40;N;0;1;1;Non abonné
53089;92;800;3;117;2024;1950;1;1;70;STE;0;1;1;Non abonné
53097;93;160;1;92;2024;1989;5;9;80;NC;0;1;1;Non abonné
53177;60;700;1;138;2024;1998;11;18;40;O;0;1;1;Non abonné
53184;37;150;1;84;2024;1960;12;2;40;NC;0;1;1;Non abonné
53196;47;000;1;118;2024;1987;6;14;40;O;0;1;1;Non abonné
53332;66;440;1;11;2024;1959;2;23;40;NC;0;1;1;Non abonné
53343;41;800;1;84;2024;1962;4;25;50;O;0;0;1;Non abonné
53353;48;000;1;36;2024;1992;7;8;40;NC;0;1;1;Non abonné
53521;49;330;1;66;2024;1986;10;19;40;O;0;1;1;Non abonné
53564;91;210;1;92;2024;1948;6;20;61;N;0;1;1;Non abonné
53566;33;300;1;9;2024;1983;7;4;40;N;0;1;0;Non abonné
53645;36;200;1;113;2024;1994;12;5;50;N;0;1;0;Non abonné
53657;21;800;1;131;2024;1994;3;22;40;N;0;1;1;Non abonné
53818;75;016;1;92;2024;1972;6;20;80;NC;0;1;1;Non abonné
53996;01;420;2;64;2024;1971;2;3;40;O;0;1;1;Non abonné
54029;28;260;1;122;2024;1963;6;17;40;O;0;2;0;Non abonné
54102;67;160;1;23;2024;1992;2;14;50;N;0;1;1;Non abonné
54200;76;120;1;27;2024;1996;3;10;50;N;0;2;1;Non abonné
54207;82;150;1;68;2024;1997;2;15;80;NC;0;1;1;Non abonné
54210;76;520;1;27;2024;1991;12;25;50;NC;0;1;0;Non abonné
54211;74;700;1;64;2024;1990;1;5;40;O;0;1;1;Non abonné
54308;18;600;1;122;2024;1968;2;18;40;N;0;1;2;Non abonné
54333;76;630;1;27;2024;1996;7;1;80;N;0;1;0;Non abonné
54380;92;320;1;92;2024;1978;5;22;20;O;0;1;1;Non abonné
54385;27;380;1;27;2024;1984;8;24;50;O;0;1;1;Non abonné
54390;13;100;1;107;2024;1978;1;20;20;O;0;1;1;Non abonné
54422;03;500;1;62;2024;1993;3;23;40;O;0;1;1;Non abonné
54468;63;270;2;62;2024;1997;5;15;40;N;0;1;1;Non abonné
54490;03;210;1;62;2024;1991;1;30;40;NC;0;1;2;Non abonné
54504;31;260;1;68;2024;1968;3;9;80;NC;0;1;1;Non abonné
54515;77;100;1;92;2024;1974;5;4;12;NC;0;2;0;Non abonné
54539;06;300;1;41;2024;1997;3;11;50;NC;0;2;0;Non abonné
54558;72;100;1;84;2024;1996;7;31;50;N;0;1;1;Non abonné
54608;85;220;2;66;2024;1992;11;6;40;N;0;1;1;Non abonné
54656;25;300;1;131;2024;1991;5;25;80;NC;0;1;1;Non abonné
54671;38;000;2;39;2024;1988;12;10;40;O;0;1;2;Non abonné
54715;83;910;1;30;2024;1994;9;18;40;N;0;1;1;Non abonné
54731;13;190;1;33;2024;1994;5;15;40;NC;0;1;1;Non abonné
54843;85;590;1;66;2024;1992;8;30;50;N;0;1;1;Non abonné
54848;13;190;1;33;2024;1996;12;16;62;NC;0;1;1;Non abonné
54888;68;790;2;23;2024;1992;2;19;40;NC;0;1;2;Non abonné
54929;06;530;1;17;2024;1973;2;9;50;NC;0;1;1;Non abonné
54938;35;400;1;46;2024;1997;2;1;62;N;0;1;1;Non abonné
54961;08;310;1;103;2024;1993;3;20;80;NC;0;1;1;Non abonné
54988;30;260;1;36;2024;1985;12;28;40;O;0;1;0;Non abonné
54992;91;300;1;92;2024;1990;5;31;40;N;0;1;1;Non abonné
55020;76;440;1;27;2024;1987;4;1;50;O;0;1;1;Non abonné
55025;95;500;1;90;2024;1986;9;1;80;O;0;1;1;Non abonné
55132;81;210;1;68;2024;1993;7;16;40;N;0;1;1;Non abonné
55143;42;420;1;13;2024;1979;2;19;50;N;0;1;0;Non abonné
55208;59;320;1;166;2024;1991;6;7;40;NC;0;1;1;Non abonné
55310;84;160;1;107;2024;1964;12;28;40;O;0;1;1;Non abonné
55362;75;020;1;92;2024;1978;3;25;80;NC;0;1;0;Non abonné
55451;40;250;1;147;2024;1992;9;15;40;NC;0;1;1;Non abonné
55503;91;220;1;92;2024;1987;1;26;40;N;0;1;1;Abonné
55508;44;100;1;66;2024;1964;1;23;20;O;0;1;1;Non abonné
55546;31;770;1;68;2024;1990;8;17;12;N;0;1;1;Non abonné
55615;13;010;1;33;2024;1994;8;3;40;NC;0;1;1;Non abonné
55624;98;800;1;157;2024;1974;6;3;80;NC;0;2;1;Non abonné
55653;52;410;1;131;2024;1982;7;10;20;NC;0;1;1;Non abonné
55655;24;800;1;105;2024;1992;5;17;50;O;0;0;0;Non abonné
55693;73;800;1;64;2024;1994;1;8;40;NC;0;1;1;Non abonné
55707;76;600;1;27;2024;1988;5;15;50;N;0;1;1;Non abonné
55852;28;410;1;122;2024;1997;2;24;40;NC;0;1;0;Non abonné
55909;13;180;1;33;2024;1991;8;9;30;N;0;2;0;Non abonné
55947;69;290;2;51;2024;1992;1;16;40;NC;0;1;1;Non abonné
55958;17;160;1;9;2024;1996;5;3;62;NC;0;1;1;Non abonné
56044;75;018;1;90;2024;1981;12;10;14;O;0;1;1;Non abonné
56120;69;190;1;51;2024;1969;5;22;12;N;0;1;1;Non abonné
56143;74;150;2;64;2024;1992;11;1;63;N;0;1;1;Non abonné
56148;20;200;1;41;2024;1989;3;13;14;N;0;1;1;Non abonné
56201;64;320;1;104;2024;1987;3;1;80;O;0;1;0;Abonné
56232;44;450;1;111;2024;1995;9;27;40;NC;0;1;0;Non abonné
56268;97;200;1;154;2024;1964;4;19;40;O;0;1;1;Non abonné
56280;64;300;1;104;2024;1988;6;19;50;O;0;1;1;Non abonné
56295;63;340;1;62;2024;1971;12;8;80;O;0;1;1;Non abonné
56360;97;410;3;117;2024;1950;1;1;70;STE;0;1;1;Non abonné
56430;24;590;1;105;2024;1980;12;12;40;N;0;1;1;Non abonné
56432;21;110;1;131;2024;1961;10;15;40;NC;0;1;1;Non abonné
56486;47;430;1;118;2024;1992;10;8;14;NC;0;1;2;Non abonné
56507;97;116;1;153;2024;1974;5;25;80;NC;0;2;1;Non abonné
56508;33;210;1;9;2024;1994;2;17;50;NC;0;1;1;Non abonné
56538;12;520;1;11;2024;1972;4;6;12;NC;0;1;1;Non abonné
56547;73;360;1;64;2024;1993;7;24;63;O;0;1;1;Non abonné
56585;33;770;1;9;2024;1975;2;16;80;N;0;1;1;Non abonné
56609;33;140;1;9;2024;1973;12;1;12;O;0;1;1;Non abonné
56630;92;380;1;159;2024;1986;5;5;80;N;0;1;1;Non abonné
56660;78;560;1;90;2024;1985;10;28;40;NC;0;1;1;Non abonné
56677;20;620;1;41;2024;1998;4;24;62;NC;0;1;1;Non abonné
56692;63;500;1;62;2024;1994;7;10;50;NC;0;1;1;Non abonné
56696;33;000;1;9;2024;1991;11;1;30;N;0;1;1;Non abonné
56699;80;670;1;138;2024;1994;5;30;40;NC;0;1;1;Non abonné
56718;44;170;1;46;2024;1991;12;27;62;N;0;1;0;Non abonné
56902;75;017;1;90;2024;1973;10;10;40;NC;0;1;1;Non abonné
56960;21;220;1;131;2024;1996;6;26;40;NC;0;1;1;Non abonné
56992;30;320;1;36;2024;1971;8;5;40;N;0;1;1;Non abonné
56998;74;380;2;64;2024;1993;1;17;40;NC;0;1;1;Non abonné
57116;21;700;1;131;2024;1953;5;3;61;O;0;2;0;Non abonné
57119;92;700;3;117;2024;1950;5;1;70;STE;0;1;0;Non abonné
57159;63;100;1;62;2024;1954;3;3;61;O;0;1;1;Non abonné
57161;13;007;1;33;2024;1969;5;28;40;NC;0;1;2;Non abonné
57224;84;700;1;107;2024;1945;9;22;61;N;0;1;2;Non abonné
57254;75;017;1;92;2024;1980;7;29;40;N;0;1;1;Non abonné
57364;77;220;1;92;2024;1953;10;1;12;NC;0;2;0;Non abonné
57441;74;000;1;64;2024;1957;7;16;14;N;0;1;1;Non abonné
57450;21;000;1;131;2024;1992;8;9;40;N;0;1;1;Abonné
57502;44;710;1;66;2024;1994;4;9;40;NC;0;1;1;Non abonné
57559;20;600;1;41;2024;1987;6;23;40;N;0;1;1;Non abonné
57573;06;400;3;117;2024;1950;1;1;70;STE;0;1;1;Non abonné
57611;24;120;1;105;2024;1972;8;1;50;NC;0;1;1;Non abonné
57619;86;800;1;113;2024;1978;3;27;12;O;0;1;1;Non abonné
57621;50;200;1;111;2024;1995;9;24;40;NC;0;1;0;Non abonné
57625;42;360;1;13;2024;1972;7;30;40;O;0;1;1;Non abonné
57686;46;300;1;118;2024;1971;12;23;40;O;0;1;1;Non abonné
57772;01;800;1;51;2024;1986;9;4;40;NC;0;1;1;Non abonné
57778;62;270;1;166;2024;1992;10;10;40;NC;0;1;1;Non abonné
57878;27;370;1;27;2024;1976;1;3;20;O;0;1;1;Non abonné
57920;33;440;1;9;2024;1970;7;7;40;O;0;1;1;Non abonné
57936;68;130;1;23;2024;1994;8;27;40;NC;0;1;1;Non abonné
57974;21;160;1;131;2024;1982;8;28;40;O;0;1;1;Non abonné
58213;42;320;2;13;2024;1994;6;9;40;NC;0;1;1;Non abonné
58226;22;120;1;139;2024;1967;2;28;40;O;0;0;1;Non abonné
58283;24;560;1;105;2024;1984;10;21;12;NC;0;1;1;Non abonné
58395;84;100;1;107;2024;1995;8;8;40;N;0;1;2;Non abonné
58480;34;070;1;11;2024;1965;1;10;80;NC;0;1;0;Non abonné
58513;45;550;1;122;2024;1996;4;24;40;NC;0;1;1;Non abonné
58542;06;330;1;17;2024;1992;4;16;40;O;0;1;1;Non abonné
58560;54;400;1;103;2024;1994;5;21;40;O;0;2;1;Non abonné
58578;13;170;1;33;2024;1967;11;26;30;O;0;1;1;Non abonné
58676;63;100;1;62;2024;1982;4;14;40;O;0;1;1;Non abonné
58700;38;690;1;39;2024;1970;8;19;40;O;0;1;1;Non abonné
58708;37;500;2;84;2024;1992;8;12;40;N;0;1;1;Non abonné
58746;65;100;1;147;2024;1972;8;8;50;O;0;1;1;Non abonné
58815;33;210;1;9;2024;1968;5;18;80;NC;0;2;0;Non abonné
58824;87;800;1;105;2024;1993;5;25;40;NC;0;1;0;Abonné
58883;26;220;1;112;2024;1958;6;7;61;N;0;1;1;Non abonné
59098;06;200;1;41;2024;1962;3;28;40;O;0;1;1;Non abonné
59106;13;320;1;107;2024;1969;10;22;20;O;0;1;1;Non abonné
59163;44;170;1;66;2024;1996;4;2;40;NC;0;1;1;Non abonné
59164;31;600;1;68;2024;1981;7;2;20;NC;0;1;1;Non abonné
59238;81;370;1;68;2024;1990;7;28;40;O;0;1;1;Non abonné
59244;13;015;1;33;2024;1988;5;12;12;N;0;1;1;Non abonné
59268;94;516;3;117;2024;1950;1;1;70;STE;0;1;1;Non abonné
59287;35;230;1;46;2024;1997;5;24;62;NC;0;1;1;Non abonné
59313;51;350;1;151;2024;1975;11;6;40;NC;0;1;1;Abonné
59314;84;370;1;107;2024;1994;8;1;80;NC;0;2;0;Non abonné
59361;13;850;1;107;2024;1973;5;19;20;O;0;1;0;Non abonné
59362;34;230;1;11;2024;1978;10;2;40;NC;0;1;1;Non abonné
59383;48;170;1;36;2024;1992;10;26;40;N;0;1;1;Non abonné
59449;72;000;1;84;2024;1987;5;29;40;NC;0;1;1;Non abonné
59461;93;100;2;92;2024;1970;6;1;40;O;0;1;1;Non abonné
59470;64;100;1;104;2024;1961;2;1;40;NC;0;1;1;Non abonné
59549;14;120;1;111;2024;1964;10;6;40;O;0;1;1;Non abonné
59684;80;000;1;138;2024;1988;9;2;40;N;0;1;1;Non abonné
59748;44;000;1;66;2024;1996;6;27;62;NC;0;1;1;Non abonné
59779;21;000;1;131;2024;1988;7;19;40;N;0;1;0;Non abonné
59822;68;920;1;23;2024;1991;11;13;40;N;0;1;1;Non abonné
59844;50;690;1;111;2024;1996;1;12;63;N;0;1;1;Non abonné
59915;69;001;2;51;2024;1981;6;13;40;NC;0;1;1;Non abonné
60013;56;610;1;46;2024;1974;9;6;40;O;0;1;0;Abonné
60027;16;220;1;9;2024;1981;5;26;40;NC;0;1;0;Non abonné
60062;42;530;1;13;2024;1993;11;5;50;NC;0;1;1;Non abonné
60120;64;220;2;104;2024;1970;8;13;80;NC;0;1;0;Non abonné
60183;89;700;1;122;2024;1983;7;5;80;NC;0;1;1;Non abonné
60269;73;340;1;64;2024;1978;8;4;40;O;0;1;1;Non abonné
60304;64;170;1;104;2024;1992;6;6;40;NC;0;1;0;Non abonné
60311;22;970;1;139;2024;1959;10;29;61;O;0;1;1;Non abonné
60336;62;223;1;166;2024;1963;7;20;40;O;0;1;1;Non abonné
60367;25;230;1;131;2024;1993;11;10;40;NC;0;1;1;Non abonné
60384;34;070;1;11;2024;1987;8;19;40;N;0;1;1;Non abonné
60409;69;001;1;51;2024;1973;5;30;13;O;0;1;2;Non abonné
60428;64;600;1;104;2024;1992;7;17;40;N;0;1;1;Non abonné
60432;71;380;1;51;2024;1992;4;10;40;N;0;1;1;Non abonné
60464;30;210;1;36;2024;1959;1;30;80;O;0;1;1;Non abonné
60468;69;007;1;51;2024;1982;10;20;20;NC;0;1;1;Non abonné
60479;51;100;1;151;2024;1987;9;13;30;O;0;1;1;Abonné
60568;89;380;1;122;2024;1995;8;27;30;O;0;1;1;Non abonné
60608;82;710;1;68;2024;1967;10;22;11;O;0;1;1;Non abonné
60610;22;200;1;139;2024;1996;11;18;40;N;0;1;1;Non abonné
60720;59;820;1;166;2024;1972;11;14;50;NC;0;1;1;Non abonné
60723;50;510;1;111;2024;1978;1;12;12;O;0;1;1;Non abonné
60735;43;100;1;62;2024;1961;9;12;40;O;0;1;1;Non abonné
60879;06;560;1;17;2024;1992;4;7;12;N;0;1;1;Non abonné
60905;38;470;1;39;2024;1994;6;13;80;N;0;1;0;Non abonné
60908;95;280;1;90;2024;1986;8;17;40;O;0;1;1;Non abonné
60968;44;150;2;66;2024;1996;5;29;40;N;0;1;1;Non abonné
61071;63;200;1;62;2024;1993;1;15;50;N;0;1;1;Non abonné
61078;16;000;1;9;2024;1962;5;9;80;O;0;1;1;Non abonné
61079;77;780;1;92;2024;1994;1;9;40;O;0;1;1;Non abonné
61085;75;016;2;90;2024;1994;11;8;40;NC;0;1;0;Non abonné
61115;02;100;1;138;2024;1992;9;4;20;NC;0;1;1;Non abonné
61268;34;380;1;11;2024;1981;4;30;40;O;0;1;2;Non abonné
61308;69;360;1;51;2024;1967;10;12;62;N;0;1;1;Non abonné
61356;64;800;2;104;2024;1974;11;13;80;NC;0;1;1;Non abonné
61530;13;006;1;33;2024;1974;12;10;30;N;0;1;1;Non abonné
61539;09;800;1;68;2024;1958;4;5;12;N;0;2;0;Non abonné
61542;95;330;1;90;2024;1972;10;22;80;NC;0;0;1;Non abonné
61578;67;400;1;23;2024;1982;1;30;40;NC;0;2;0;Non abonné
61651;06;140;1;41;2024;1991;12;21;12;N;0;1;1;Non abonné
61729;18;220;1;122;2024;1992;6;7;40;O;0;1;1;Non abonné
61763;34;090;1;11;2024;1980;1;24;40;NC;0;1;1;Non abonné
61772;76;150;1;27;2024;1998;1;21;40;N;0;1;1;Non abonné
61778;30;360;2;36;2024;1995;5;15;40;N;0;1;1;Non abonné
61814;33;210;1;9;2024;1993;7;27;63;NC;0;1;0;Non abonné
61871;15;250;1;62;2024;1994;1;8;50;NC;0;1;0;Non abonné
61947;57;700;1;103;2024;1991;5;12;80;N;0;2;0;Non abonné
61956;80;131;1;138;2024;1995;10;25;40;N;0;1;0;Non abonné
62037;92;140;1;90;2024;1954;5;11;20;N;0;1;0;Non abonné
62048;92;800;2;159;2024;1989;12;22;40;N;0;1;0;Non abonné
62070;30;380;1;36;2024;1969;10;29;40;O;0;1;1;Non abonné
62076;20;290;1;41;2024;1986;6;29;80;NC;0;1;2;Non abonné
62083;80;136;1;138;2024;1962;12;4;40;O;0;1;0;Non abonné
62086;32;330;1;68;2024;1966;3;8;80;O;0;1;1;Non abonné
62101;19;200;1;105;2024;1967;2;23;13;NC;0;2;1;Non abonné
62136;74;330;2;64;2024;1993;2;14;40;O;0;1;1;Non abonné
62264;57;600;1;103;2024;1995;12;18;50;N;0;1;1;Non abonné
62277;75;011;1;92;2024;1986;6;2;40;O;0;1;1;Non abonné
62302;77;163;1;92;2024;1978;9;4;30;O;0;1;1;Non abonné
62321;09;000;1;68;2024;1993;7;27;50;N;0;1;1;Non abonné
62423;17;770;1;9;2024;1995;10;27;50;NC;0;1;1;Non abonné
62451;63;970;1;62;2024;1972;12;17;40;NC;0;2;1;Non abonné
62473;17;200;1;9;2024;1990;8;16;62;NC;0;1;1;Non abonné
62524;23;600;1;105;2024;1987;8;30;80;NC;0;2;0;Non abonné
62588;16;330;1;9;2024;1973;8;3;80;NC;0;2;0;Non abonné
62605;43;000;1;13;2024;1985;10;3;80;N;0;2;0;Non abonné
62615;76;480;1;27;2024;1993;7;11;40;N;0;1;1;Non abonné
62652;93;120;1;92;2024;1991;2;19;40;N;0;1;2;Non abonné
62736;38;220;1;39;2024;1963;11;20;12;O;0;1;1;Non abonné
62740;97;180;1;153;2024;1974;9;24;63;NC;0;1;1;Non abonné
62759;44;200;1;66;2024;1991;9;25;40;N;0;1;1;Non abonné
62768;16;110;1;9;2024;1982;8;29;62;NC;0;1;1;Non abonné
62777;20;222;1;41;2024;1984;3;13;30;O;0;1;1;Non abonné
62829;13;007;1;33;2024;1994;3;2;62;NC;0;1;1;Non abonné
62895;44;150;1;66;2024;1986;7;26;40;N;0;1;1;Non abonné
62896;85;220;2;66;2024;1990;8;13;50;N;0;1;1;Non abonné
62983;33;390;1;9;2024;1995;12;13;50;N;0;1;1;Non abonné
63047;30;870;1;36;2024;1996;7;18;62;N;0;1;1;Non abonné
63079;75;008;1;90;2024;1955;11;26;80;NC;0;1;1;Non abonné
63091;31;130;1;68;2024;1987;9;9;40;O;0;1;1;Non abonné
63092;94;120;3;117;2024;1950;1;1;70;STE;0;2;0;Non abonné
63115;38;410;1;39;2024;1965;9;4;13;NC;0;1;0;Non abonné
63173;15;100;1;62;2024;1989;6;23;20;O;0;1;0;Non abonné
63342;62;530;1;166;2024;1988;12;9;50;NC;0;2;0;Abonné
63390;83;000;1;30;2024;1972;7;18;80;NC;0;0;1;Non abonné
63478;92;100;1;92;2024;1970;2;21;12;O;0;0;1;Non abonné
63548;68;125;1;23;2024;1990;11;5;80;NC;0;0;0;Non abonné
63586;76;890;1;27;2024;1980;12;31;40;O;0;1;1;Non abonné
63600;64;200;1;104;2024;1996;10;20;62;N;0;1;1;Non abonné
63632;80;130;1;138;2024;1993;5;19;63;NC;0;1;1;Non abonné
63658;41;220;1;84;2024;1986;4;12;80;NC;0;1;0;Non abonné
63672;57;525;1;103;2024;1988;8;18;50;NC;0;2;0;Non abonné
63783;77;310;1;92;2024;1993;8;18;40;N;0;1;1;Non abonné
63835;40;510;1;147;2024;1974;2;18;12;NC;0;0;0;Non abonné
63926;78;510;1;90;2024;1970;5;19;80;O;0;1;1;Non abonné
63965;47;190;1;118;2024;1987;8;13;40;NC;0;1;1;Non abonné
63974;97;615;2;136;2024;1976;9;20;40;O;0;1;1;Non abonné
63979;64;370;1;104;2024;1974;12;7;80;NC;0;1;1;Non abonné
63993;13;590;1;107;2024;1987;4;12;40;N;0;1;0;Non abonné
64050;13;710;1;107;2024;1995;8;2;40;NC;0;1;0;Non abonné
64083;06;340;1;41;2024;1998;6;20;62;NC;0;1;1;Non abonné
64098;13;009;1;33;2024;1993;4;22;63;NC;0;1;1;Non abonné
64148;97;418;1;136;2024;1993;1;6;40;NC;0;1;1;Non abonné
64154;97;490;1;136;2024;1988;11;16;40;NC;0;1;1;Non abonné
64248;74;150;1;64;2024;1961;2;26;40;O;0;1;1;Non abonné
64255;95;360;1;90;2024;1997;10;10;62;NC;0;1;1;Non abonné
64319;38;200;1;39;2024;1967;6;12;30;O;0;1;1;Non abonné
64321;82;240;2;68;2024;1993;4;19;63;NC;0;1;0;Non abonné
64332;34;090;1;11;2024;1967;4;9;63;O;0;1;1;Non abonné
64406;29;930;1;139;2024;1989;5;16;40;N;0;1;1;Non abonné
64450;23;300;1;105;2024;1994;8;24;63;O;0;1;1;Non abonné
64488;27;390;1;27;2024;1995;9;12;40;N;0;1;1;Non abonné
64530;33;480;2;9;2024;1976;12;8;80;O;0;1;1;Non abonné
64546;97;133;2;153;2024;1989;9;21;40;NC;0;1;1;Non abonné
64551;60;220;1;138;2024;1987;11;12;50;O;0;1;1;Non abonné
64569;22;130;1;139;2024;1989;1;11;50;NC;0;1;0;Non abonné
64627;06;640;1;41;2024;1974;11;3;20;O;0;1;1;Non abonné
64636;75;017;1;90;2024;1998;7;13;62;NC;0;1;1;Non abonné
64645;69;100;1;51;2024;1992;3;6;40;NC;0;1;1;Non abonné
64687;91;610;1;92;2024;1997;1;27;40;N;0;1;1;Non abonné
64779;49;370;1;66;2024;1997;7;25;80;NC;0;1;1;Non abonné
64809;92;340;1;159;2024;1971;5;1;40;O;0;1;1;Non abonné
64851;40;180;1;147;2024;1977;6;26;20;O;0;1;1;Non abonné
64936;92;700;1;90;2024;1957;10;10;12;N;0;1;1;Non abonné
64944;63;670;1;62;2024;1968;1;17;80;NC;0;1;1;Non abonné
64986;97;419;1;136;2024;1975;6;30;20;O;0;1;2;Non abonné
65046;13;002;1;33;2024;1981;7;20;40;NC;0;1;1;Non abonné
65080;34;980;1;39;2024;1965;11;4;40;O;0;1;1;Non abonné
65092;98;803;1;157;2024;1969;2;20;14;NC;0;1;1;Non abonné
65093;98;846;1;157;2024;1982;10;22;80;NC;0;2;1;Non abonné
65103;74;370;1;64;2024;1988;10;3;40;N;0;1;1;Non abonné
65129;21;110;1;131;2024;1956;8;22;61;O;0;2;1;Non abonné
65143;44;270;2;66;2024;1995;10;2;40;O;0;1;1;Non abonné
65159;43;110;1;13;2024;1990;12;14;40;NC;0;1;1;Non abonné
65163;59;162;1;166;2024;1962;1;5;40;O;0;1;1;Non abonné
65329;98;709;1;156;2024;1964;6;29;80;NC;0;1;1;Non abonné
65374;63;410;1;62;2024;1991;10;2;40;N;0;1;1;Non abonné
65646;88;350;1;23;2024;1977;12;10;80;NC;0;2;1;Non abonné
65655;06;730;1;41;2024;1971;7;23;40;O;0;1;1;Non abonné
65763;34;480;2;11;2024;1978;5;28;40;N;0;1;1;Non abonné
65833;16;440;1;9;2024;1986;11;5;40;O;0;1;1;Non abonné
65836;97;320;1;155;2024;1965;2;21;12;NC;0;1;1;Non abonné
65856;03;250;1;62;2024;1994;10;16;40;O;0;1;1;Non abonné
65905;57;373;1;23;2024;1988;1;13;40;O;0;1;1;Non abonné
65990;63;500;1;62;2024;1998;6;15;40;NC;0;1;1;Non abonné
66153;33;320;1;9;2024;1994;4;23;40;N;0;1;0;Non abonné
66170;17;460;1;9;2024;1983;5;14;14;O;0;1;1;Non abonné
66233;46;200;1;118;2024;1981;4;11;40;O;0;1;1;Non abonné
66323;30;150;1;36;2024;1973;1;18;20;NC;0;1;1;Non abonné
66352;01;600;2;53;2024;1993;1;30;50;N;0;1;1;Non abonné
66419;59;840;1;166;2024;1982;7;17;40;NC;0;1;1;Non abonné
66471;59;130;1;166;2024;1996;7;26;40;NC;0;1;1;Non abonné
66482;21;490;1;131;2024;1969;4;21;40;O;0;1;1;Abonné
66538;13;320;2;107;2024;1982;12;26;40;NC;0;1;0;Non abonné
66557;37;130;1;84;2024;1994;4;22;80;NC;0;1;1;Non abonné
66561;74;340;1;64;2024;1992;5;5;40;O;0;1;1;Non abonné
66615;31;250;1;68;2024;1980;9;20;13;N;0;1;1;Non abonné
66664;77;178;1;92;2024;1992;5;10;40;N;0;1;1;Non abonné
66668;69;250;1;53;2024;1980;5;9;14;O;0;1;1;Non abonné
66678;74;300;1;64;2024;1994;8;2;40;N;0;1;1;Abonné
66700;83;560;1;30;2024;1967;11;24;40;N;0;1;1;Non abonné
66703;07;700;1;112;2024;1995;2;25;80;NC;0;1;1;Non abonné
66749;10;390;1;131;2024;1996;4;1;62;NC;0;1;1;Non abonné
66767;91;820;1;92;2024;1953;1;28;61;O;0;1;1;Non abonné
66839;05;000;1;39;2024;1968;5;15;20;O;0;1;1;Non abonné
66964;06;000;1;41;2024;1965;9;21;40;NC;0;2;0;Non abonné
67044;86;250;1;113;2024;1964;5;2;40;O;0;2;1;Non abonné
67064;78;470;1;90;2024;1993;10;4;20;N;0;1;1;Non abonné
67113;42;550;1;13;2024;1980;11;28;40;N;0;1;2;Non abonné
67153;64;230;1;104;2024;1998;4;12;62;NC;0;1;1;Non abonné
67213;64;460;1;104;2024;1961;3;3;40;NC;0;1;1;Non abonné
67275;33;500;1;9;2024;1997;8;2;40;NC;0;1;1;Non abonné
67345;56;250;1;46;2024;1991;10;11;40;N;0;1;1;Non abonné
67409;97;261;1;154;2024;1991;12;16;20;NC;0;1;1;Non abonné
67447;66;330;1;11;2024;1995;2;27;40;N;0;1;1;Non abonné
67504;13;220;1;33;2024;1981;6;14;40;N;0;1;1;Non abonné
67525;33;600;1;9;2024;1992;12;23;40;NC;0;1;1;Non abonné
67585;34;810;1;11;2024;1986;10;29;80;NC;0;1;1;Non abonné
67618;31;200;1;68;2024;1992;1;17;40;N;0;1;1;Non abonné
67644;69;490;1;53;2024;1985;3;14;80;NC;0;1;1;Non abonné
67716;45;600;2;122;2024;1980;7;30;12;N;0;1;1;Non abonné
67742;97;430;3;117;2024;1950;1;1;70;STE;0;2;0;Non abonné
67893;95;400;1;90;2024;1970;4;7;20;N;0;1;1;Non abonné
67940;80;200;2;138;2024;1992;2;29;40;N;0;1;1;Non abonné
67967;36;500;1;113;2024;1995;6;8;50;NC;0;1;1;Non abonné
67982;32;200;1;68;2024;1980;2;7;80;N;0;1;1;Non abonné
68078;91;800;3;117;2024;1950;1;1;70;STE;0;1;1;Non abonné
68127;57;070;1;103;2024;1965;7;19;50;N;0;1;1;Non abonné
68140;83;210;1;30;2024;1985;10;9;80;NC;0;1;1;Non abonné
68223;54;230;1;103;2024;1975;7;27;40;O;0;1;1;Non abonné
68251;76;150;1;27;2024;1996;8;26;50;N;0;1;1;Non abonné
68269;31;470;2;68;2024;1967;10;2;40;O;0;1;1;Non abonné
68340;18;700;1;122;2024;1987;1;9;40;N;0;1;1;Non abonné
68373;83;100;1;30;2024;1937;7;9;61;O;0;1;1;Non abonné
68406;14;123;1;111;2024;1963;1;16;12;NC;0;1;1;Non abonné
68468;04;110;2;107;2024;1985;9;7;40;O;0;1;1;Non abonné
68486;97;615;2;136;2024;1992;5;15;40;NC;0;1;1;Non abonné
68544;91;850;1;92;2024;1995;1;28;20;N;0;1;1;Non abonné
68561;62;200;1;166;2024;1992;3;27;50;N;0;1;1;Non abonné
68563;44;440;2;66;2024;1955;12;16;80;O;0;1;1;Abonné
68596;33;750;1;9;2024;1980;2;8;40;O;0;1;1;Non abonné
68615;98;716;2;156;2024;1970;9;24;80;NC;0;2;1;Non abonné
68618;38;122;2;39;2024;1990;8;25;40;NC;0;1;1;Non abonné
68652;77;400;1;92;2024;1996;2;27;40;NC;0;1;1;Non abonné
68692;14;220;1;111;2024;1994;7;11;40;N;0;2;1;Non abonné
