nusoc;nucon;cateco;g01co;g02co;g03co;g04co;g05co;g06co;g09co;g10co;g13co;g15co;g16co;g17co;g18co;g19co;g21co;g22co;g23co;g25co;g26co;g28co;clasco;tar6co;bomaco;fracco;acreco;mcreco;jcreco;prmaco;usagco1
32777;27;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2024;5;23;413,65;0
32777;28;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2024;5;23;413,65;0
32777;1;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;6;27;64,30;0
32777;2;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;6;27;64,30;0
32777;5;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;7;11;886,23;0
32777;22;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;7;7;64,30;0
32777;23;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;7;7;64,30;0
32777;24;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;7;9;64,30;0
32777;25;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;5;23;1173,30;0
32777;6;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;7;17;848,51;0
32777;7;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;;1,00;M;2023;7;31;310,29;0
32777;8;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;8;12;789,25;0
32777;16;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;6;13;64,30;0
32777;17;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;;1,00;M;2024;6;6;64,30;0
32777;18;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2024;6;23;413,65;0
32777;19;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;6;28;64,30;0
32777;20;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;6;28;64,30;0
32777;26;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;5;23;885,94;0
32825;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;7;13;276,83;0
32838;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;N;0,80;A;2023;7;13;302,79;0
32863;1;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;A;2023;7;6;1236,96;1
32880;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;;0,95;A;2023;7;15;330,23;0
32894;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,50;M;2023;7;15;331,17;0
32894;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2024;7;21;288,63;0
32898;1;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;7;;0,50;A;2023;7;14;642,73;0
32918;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;A;2023;7;16;98,81;0
32965;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2023;7;15;81,57;0
33026;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;7;16;721,68;0
33031;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,68;M;2023;7;16;1106,34;0
33229;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2023;7;31;225,44;0
33232;6;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;A;2024;3;15;51,06;0
33232;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;A;2023;12;17;52,21;0
33232;1;M;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;1,00;A;2023;7;17;111,74;0
33232;3;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;A;2024;3;13;53,10;0
33232;4;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2024;6;14;81,57;0
33232;5;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;A;2024;3;15;51,06;0
33243;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2023;7;13;61,74;0
33309;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;6;;0,60;M;2024;5;9;246,89;0
33309;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;6;;0,60;M;2023;7;18;457,80;0
33374;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;6;;0,54;A;2023;7;20;528,38;0
33473;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;;1,25;A;2023;7;20;315,58;0
33490;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,54;A;2023;7;21;487,26;0
33497;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,76;M;2023;7;21;636,94;0
33497;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,72;M;2024;3;10;858,20;0
33497;3;M;1;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;1,00;M;2024;4;11;286,66;0
33601;1;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2023;7;10;583,52;1
33622;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,80;A;2023;7;22;444,12;0
33647;10;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2023;7;22;395,45;0
33647;20;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;26;64,30;0
33647;21;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;26;64,30;0
33647;22;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;26;64,30;0
33647;23;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;26;64,30;0
33647;26;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;6;1;449,40;0
33647;30;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;;1,00;M;2024;6;3;64,30;0
33647;6;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;;1,00;M;2023;7;20;492,89;0
33647;17;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;25;64,30;0
33647;9;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;7;22;62,42;0
33647;28;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;6;2;449,40;0
33647;35;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;6;22;64,30;0
33647;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;7;18;452,21;0
33647;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;7;18;430,15;0
33647;3;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;7;20;62,42;0
33647;4;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;7;20;62,42;0
33647;8;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;7;21;449,40;0
33647;11;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;7;22;62,42;0
33647;12;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2023;7;22;395,45;0
33647;15;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;8;17;430,15;0
33647;16;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;23;64,30;0
33647;18;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;;1,00;M;2024;4;25;441,85;0
33647;19;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;26;64,30;0
33647;24;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;4;26;64,30;0
33647;25;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;;1,00;M;2024;4;28;64,30;0
33647;27;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;;1,00;M;2024;6;2;64,30;0
33647;29;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;6;3;449,40;0
33647;7;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;7;20;452,21;0
33647;13;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2023;7;31;64,30;0
33647;31;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;6;15;449,40;0
33647;32;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;6;18;64,30;0
33647;33;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2024;6;20;413,65;0
33647;34;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;;1,00;M;2024;6;20;449,40;0
33647;36;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1,00;M;2024;6;23;64,30;0
33708;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;;0,64;S;2024;8;3;257,37;0
33708;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;S;2023;7;22;78,07;0
33752;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;2;;0,95;M;2023;7;23;472,73;0
33756;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2024;2;26;85,58;0
33776;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,80;M;2023;7;24;863,48;0
33834;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;4;N;0,51;A;2023;7;24;223,66;0
33843;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2023;8;26;259,41;0
33880;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;4;N;0,50;A;2023;7;21;608,12;0
33887;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,90;M;2023;8;8;904,63;0
33908;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,50;M;2023;7;24;232,40;0
33921;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5;;0,72;A;2023;7;24;559,14;0
33946;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,80;M;2023;7;24;733,81;0
33949;2;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;2;;1,00;A;2023;8;1;590,25;0
33949;1;C;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;;1,00;A;2023;7;25;528,10;0
33952;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;7;;0,50;S;2023;7;25;744,09;0
33969;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5;;0,72;M;2023;7;24;837,65;0
34011;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,68;M;2023;7;26;440,41;0
34084;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,50;M;2023;7;27;602,91;0
34084;2;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;4;N;0,50;M;2023;7;27;399,35;0
34084;3;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;6;;0,57;M;2024;7;20;398,40;0
34135;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;N;0,50;A;2023;6;2;257,20;0
34156;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;N;0,50;A;2024;5;22;554,59;0
34156;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2023;7;29;273,15;0
34156;3;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,50;A;2024;3;27;342,15;0
34166;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;N;0,76;A;2023;7;27;938,01;0
34181;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2023;7;29;585,97;0
34181;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;7;;0,50;A;2023;8;31;286,62;0
34181;3;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;A;2023;8;31;77,13;0
34181;4;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;A;2023;8;31;77,13;0
34242;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;;1,00;A;2023;7;24;551,21;0
34274;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;7;;0,50;M;2023;8;4;207,41;0
34300;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;;0,80;M;2023;1;3;559,03;0
34336;1;C;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;;0,90;S;2023;7;29;654,18;0
34361;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;N;0,76;M;2023;7;29;568,56;0
34390;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;A;2023;7;31;69,24;0
34396;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2023;8;10;93,62;0
34523;1;C;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;;0,90;A;2023;7;31;489,11;0
34582;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,76;M;2023;7;31;336,19;0
34596;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2024;6;21;292,39;0
34596;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2023;9;1;318,53;0
34627;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;;0,90;A;2023;8;1;769,85;0
34701;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,76;M;2023;7;29;456,45;0
34769;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,90;A;2023;7;27;317,94;0
34773;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;7;30;250,67;0
34777;1;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;0,90;M;2023;8;3;451,11;0
34796;1;M;1;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;3;;1,00;A;2023;8;15;195,83;0
34824;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2023;8;4;75,41;0
34832;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;6;;0,51;M;2024;8;18;472,42;0
34856;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;A;2023;8;7;163,45;0
34896;2;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,72;M;2024;3;17;656,05;0
34896;3;M;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;3;;1,00;M;2024;4;25;101,02;0
34896;4;M;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;3;;1,00;M;2024;5;29;138,49;0
34906;1;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;0,90;M;2023;8;5;266,92;0
34913;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;M;2023;8;6;82,97;0
34967;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;6;;0,50;M;2023;8;6;527,81;0
34968;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;S;2023;8;5;83,96;0
34987;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;8;1;335,01;0
34988;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;N;0,50;A;2023;8;4;207,08;0
34989;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,90;M;2023;8;5;457,84;0
34998;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5;;0,64;M;2023;8;5;1032,17;0
35007;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,50;A;2023;8;6;469,19;0
35023;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;6;;0,51;M;2023;8;8;656,70;0
35043;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,72;A;2023;8;6;790,04;0
35047;2;M;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,57;M;2023;12;15;321,89;0
35079;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;8;5;492,46;0
35179;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;;0,95;A;2023;8;7;561,18;0
35214;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,50;M;2023;8;7;368,37;0
35308;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;;0,95;A;2023;10;12;461,82;0
35402;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,72;M;2023;8;11;1010,87;0
35420;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,50;M;2023;8;11;310,09;0
35570;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;N;0,51;A;2023;8;12;356,35;0
35577;1;C;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;0,95;A;2023;8;8;1183,98;0
35610;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;9;14;1015,96;0
35615;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;1,00;A;2023;8;12;69,24;0
35710;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;;1,00;A;2023;8;13;568,02;0
35716;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,76;M;2023;8;13;257,23;0
35723;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,72;M;2023;8;14;589,73;0
35723;3;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,72;M;2024;8;22;793,92;0
35763;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,95;A;2023;8;13;491,27;0
35784;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;7;;0,50;A;2023;8;3;440,42;0
35851;3;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,80;M;2024;5;15;286,57;0
35851;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,80;M;2023;8;14;298,44;0
35851;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,80;M;2024;4;21;245,86;0
35951;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,76;M;2023;8;17;651,93;0
35991;2;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,85;M;2024;3;2;982,83;0
35991;3;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,76;M;2024;7;21;873,94;0
36060;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,95;A;2023;8;18;591,43;0
36060;2;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;1,00;A;2023;3;1;505,64;0
36069;1;M;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;4;;0,50;M;2023;8;7;623,87;0
36074;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;8;18;666,21;0
36113;2;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,68;M;2023;9;20;483,19;0
36113;3;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;M;2023;9;20;79,12;0
36194;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;7;;0,50;M;2023;8;22;601,59;0
36300;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,76;A;2023;8;20;269,87;0
36390;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5;N;0,50;M;2024;9;29;358,14;0
36409;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;6;;0,64;M;2023;8;21;898,54;0
36525;3;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,58;M;2024;2;9;719,60;0
36525;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;8;22;341,94;0
36525;4;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,50;M;2024;6;12;292,46;0
36526;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;A;2023;8;22;343,00;0
36545;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;;0,80;M;2023;8;24;212,96;0
36545;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,76;M;2023;8;24;475,82;0
36616;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;7;;0,50;M;2023;8;24;219,49;0
36626;1;C;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;0,90;M;2023;8;24;363,98;0
36630;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;3;N;0,80;A;2023;8;25;713,98;0
36665;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;0,90;A;2023;8;25;769,88;0
36731;2;M;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;3;;1,00;S;2024;12;18;163,32;0
36731;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;5;;0,68;S;2023;9;28;591,14;0
36733;3;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;4;11;62,36;0
36733;2;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;11;4;74,36;0
36733;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2023;8;25;143,32;0
36733;4;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;;1,00;M;2024;4;25;72,27;0
36788;1;M;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;;0,95;A;2023;8;20;574,20;0
36802;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1,00;A;2023;8;30;105,01;3
36802;2;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,60;A;2023;10;31;515,83;0
36818;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;5;;0,54;A;2023;8;26;518,81;0
36828;1;M;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;3;;0,90;S;2023;8;27;658,05;0
36858;1;M;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;4;;0,50;A;2023;8;27;463,33;0
36915;1;M;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;6;;0,57;A;2023;8;28;367,36;0
