nusoc;nucon;famgta;markli;apcoco;acircu;mcircu;utimot;pfco
44942;2;00500000000000000;PEUGEOT;KISBEE RS 4T;2015;12;SCB;0
44959;1;0650;HONDA;CBR 650FA;2017;3;SS;7
44979;3;0550;TGB;QUAD BLADE SE;2011;8;QM2;5
44979;5;0250;HUSABERG;FE;2014;12;EN;3
44979;4;1584;HARLEY-DAVIDSON;DYNA SUPER GLIDE CUS;2013;10;CU;14
45014;1;0125;YAMAHA;TW;2003;5;T;1
45086;1;0435;PIAGGIO;APE TRIPORTEUR CLASS;2015;11;TM1;5
45121;1;0650;KAWASAKI;ER-6F  34CV;2010;2;SS;7
45123;1;09000000000000000;YAMAHA;TDM;2002;1;B;9
45248;14;00500000000000000;SYM;ORBIT II;2018;6;SCB;0
45248;11;0125;SYM;GTS;2017;6;SCG;1
45248;5;01250000000000000;SYM;GTS EFI;2003;7;SCG;1
45248;8;0050;SYM;ORBIT II;2016;7;SCB;0
45248;2;0125;SYM;FIDDLE III S;2014;11;SCB;1
45248;1;0125;SYM;GTS EFI;2013;7;SCG;1
45248;10;0125;SYM;FIDDLE III S;2017;6;SCB;1
45248;15;0125;SYM;GTS EFI SPORT EDITIO;2018;7;SCG;1
45249;1;0650;SUZUKI;GSX-F  34CV;2010;12;ST;7
45298;1;1000;SUZUKI;V-STROM;2002;11;TMR;9
45362;1;0500;HONDA;CB 500 34CV;1996;3;B;5
45439;1;0050;GILERA;STALKER;2000;9;SCS;0
45443;2;0125;PEUGEOT;TWEET;2012;12;SGR;1
45456;1;0600;DUCATI;MONSTER DARK 34CV;2001;9;BS;6
45493;1;0600;YAMAHA;FZS FAZER;1998;8;BS;6
45521;2;0650;BMW;C600 SPORT 35KW;2013;2;SCS;7
45521;1;1000;BMW;K100RS;1986;2;GTS;9
45610;2;0650;SUZUKI;V-STROM;2005;10;TMR;7
45791;1;0600;HONDA;CBR 600F;2012;7;SS;6
45821;1;0125;DAFIER;BASIQUE 8A;2007;7;B;1
45934;4;0125;MOTORBIKE;YZE (MTL);2016;3;EN;1
45934;3;0500;POLARIS;QUAD OUTLAW E;2006;8;QM2;5
46000;1;1200;HARLEY-DAVIDSON;SPORTSTER FORTY-EIGH;2015;12;B;11
46008;1;0250;YAMAHA;QUAD YFM BEARTRACKER;2008;2;QM2;1
46040;1;0125;YAMAHA;X-MAX;2008;6;SCS;1
46076;2;1300;SUZUKI;"B-KING ABS ""FULL""";2008;8;SB;12
46095;1;0955;TRIUMPH;DAYTONA IE T595;2003;9;SS;9
46152;3;0250;KTM;EXC-F;2024;5;EN;3
46167;1;0250;YAMAHA;TRICKER (XG) USAGE T;2005;7;TR;3
46197;1;0750;HONDA;INTEGRA (NC750D);2017;1;SGR;7
46213;1;00500000000000000;KYMCO;AGILITY NAKED RS;2015;5;SCS;0
46217;1;1584;EML;TRIKE MANHATTAN (HAR;2007;5;TM2;14
46231;1;0050;PIAGGIO;FLY 2T;2014;12;SCB;0
46273;2;12900000000000000;KTM;SUPERDUKE R SE;2016;6;SB;12
46273;1;0750;KAWASAKI;Z 750-N IE;2006;9;SB;7
46298;5;1690;HARLEY-DAVIDSON;STREET GLIDE ABS;2011;7;GT;15
46298;6;0883;HARLEY-DAVIDSON;SPORTSTER DE LUXE;1994;7;B;9
46298;4;1584;HARLEY-DAVIDSON;DYNA STREET BOB;2012;7;CU;14
46390;1;00500000000000000;RIEJU;RR;2001;1;TS;0
46409;2;0650;HONDA;DOMINATOR;1997;8;T;7
46416;1;0600;SUZUKI;BANDIT-S 34CV;2000;10;BS;6
46521;1;0600;SUZUKI;BANDIT;1997;6;BS;6
46548;1;0600;HONDA;CB-F S IE ABS;2010;7;B;6
46557;1;1000;HONDA;CBR1000F;1989;9;ST;9
46583;1;09550000000000000;TRIUMPH;DAYTONA IE T595;1998;3;SS;9
46609;1;0900;TRIUMPH;THUNDERBIRD SPORT;2000;7;B;9
46612;1;0125;PIAGGIO;VESPA PX;2015;12;SCB;1
46617;3;04000000000000000;HONDA;CB-T;1979;1;B;4
46617;1;0800;BMW;R80GS MONOLEVER;1986;1;TM;8
46617;2;0883;HARLEY-DAVIDSON;SPORTSTER;1995;3;B;9
46775;1;1000;YAMAHA;R1 IE (YZF-R1)60TH A;2017;5;HYS;9
46834;1;0050;YIYING;CITY RUNNER;2012;1;SCB;0
46891;1;0050;KYMCO;AGILITY CITY  2T;2012;1;SGR;0
46901;2;0350;QUADRO VEHICLES;QUADRO 3D;2012;4;S32;4
46901;1;0125;PIAGGIO;X8;2004;3;SCG;1
46917;1;1000;APRILIA;RS-V MILLE;2000;3;SS;9
46972;1;0500;RENLI;SSV SIROCCO;2008;5;QM2;5
47082;1;0750;HONDA;INTEGRA (NC750D);2014;5;SGR;7
47091;3;0050;KYMCO;DINK;2011;2;SCG;0
47091;2;0750;HONDA;VFR-F;1993;2;ST;7
47091;1;1200;YAMAHA;FJ;1990;5;RS;11
47091;4;1000;HONDA;CBR1000F;1992;11;ST;9
47179;1;0800;POLARIS;QUAD SPORTSMAN SPX;2007;6;QM2;8
47292;1;0500;HONDA;CB 500 34CV;1997;9;B;5
47378;1;0900;KAWASAKI;Z900 RS;2019;3;B;9
47715;1;0650;KAWASAKI;ER-6N ABS  35KW;2013;5;BS;7
47788;1;0300;PIAGGIO;MP3 LT;2013;10;S32;4
47795;1;0500;HONDA;"CB ""MODIFEE CIRCUIT""";1998;11;B;5
47795;3;0800;HONDA;VFR-F V-TEC ABS;2014;6;ST;8
47881;1;0800;KAWASAKI;"Z800 ""E""  35KW";2015;2;BS;8
47904;1;0300;GAS GAS;EC ENDUCROSS MTT1;2004;1;EN;4
47918;1;1000;HONDA;VARADERO;2001;5;TMR;9
47918;2;0125;YAMAHA;DTLC;1987;10;T;1
47936;1;0750;HONDA;VFR-F;1995;2;ST;7
48008;1;1200;DUCATI;DIAVEL CARBON;2016;1;CS;11
48027;2;0750;SUZUKI;GSX-R IE;2010;4;HYS;7
48029;1;0050;LINHAI;STREET STAR;2006;10;SCB;0
48038;1;0250;KYMCO;QUAD KXR MONGOOSE;2005;1;QM2;3
48144;1;0050;PIAGGIO;ZIP;2012;7;SCB;0
48164;1;0600;YAMAHA;FZ6-S FAZER;2006;10;BS;6
48255;1;1000;HONDA;AFRICA-TWIN;2018;1;TM;9
48313;1;0125;YAMAHA;TDR;1998;9;TS;1
48313;2;0125;YAMAHA;TDR;1990;1;TS;1
48329;1;0500;KAWASAKI;ER-5;1997;3;B;5
48343;1;1100;HONDA;NT 1100D DCT;2023;3;GT;10
48343;2;0600;HONDA;"CBR-RR IE ""MODIFIEE";2009;7;HYS;6
48389;13;01250000000000000;MASAI;SCRAMBLER 2017;2018;7;B;1
48389;2;0900;TRIUMPH;SCRAMBLER IE;2007;12;B;8
48389;3;0350;KTM;FREERIDE USAGE TT;2014;10;EN;4
48389;10;0050;MASAI;BLACK ROD;2016;7;B;0
48389;5;0125;MASH;CAFE RACER;2014;6;B;1
48389;8;0070;HONDA;DAX;1990;9;B;1
48389;11;0125;HONDA;MONKEY (Z125MA);2019;11;B;1
48389;1;1200;TRIUMPH;THRUXTON R;2016;4;B;11
48389;4;0125;BULTACO;SHERPA;1976;12;TR;1
48389;7;0500;YAMAHA;XT;1990;11;T;5
48389;12;0125;FANTIC MOTOR;CABALLERO  SCRAMBLER;2020;7;T;1
48389;14;0535;ROYAL ENFIELD;CONTINENTAL GT;2016;3;B;6
48389;15;0050;PIAGGIO;CIAO;1981;1;B;0
48519;2;1000;APRILIA;TUONO V4R APRC;2011;12;SB;9
48582;1;0400;KAWASAKI;Z400;1980;7;B;5
48582;4;0125;HONDA;CB-K4;1972;5;B;1
48582;3;0750;KAWASAKI;Z 750-S IE;2005;8;BS;7
48672;1;0650;KAWASAKI;ER-6N ABS 34CV;2008;1;BS;7
48733;1;1200;YAMAHA;V-MAX;1990;6;CS;11
48740;3;1000;SUZUKI;GSX-R;2001;6;HYS;9
48753;1;0600;SUZUKI;GSR;2006;7;SB;6
48777;1;0500;HONDA;CB 500S;2003;5;B;5
48872;1;0675;TRIUMPH;STREET TRIPLE;2008;8;SB;7
48881;1;0125;HONDA;CBR;2006;2;RS;1
48917;1;0750;KAWASAKI;Z 750-N IE;2011;5;SB;7
48922;1;0125;KYMCO;DINK STREET;2010;5;SCG;1
48983;2;0750;SUZUKI;GSR;2011;5;SB;7
48983;1;0500;HONDA;CB 500FA;2013;11;B;5
48991;1;0750;SUZUKI;GSR ABS;2012;1;SB;7
48999;1;0500;HONDA;CB 500XA;2016;2;B;5
49014;1;0570;POLARIS;QUAD SPORTSMAN FORES;2016;2;QM2;6
49057;1;0250;KYMCO;QUAD MAXXER;2015;11;QM2;3
49087;1;0500;POLARIS;QUAD SPORTSMAN E;2008;5;QM2;5
49109;2;0675;TRIUMPH;STREET TRIPLE RX;2015;1;SB;7
49118;1;1340;HARLEY-DAVIDSON;SOFTAIL CUSTOM;1992;6;CU;12
49118;2;0650;SUZUKI;BURGMAN EXECUTIVE;2008;1;SCG;7
49149;1;0250;TM RACING;ENDURO 4T;2016;12;EN;3
49192;3;01250000000000000;SYM;GTS EVO;2010;1;SCG;1
49226;1;1000;BMW;S1000R;2025;5;SB;9
49405;1;0650;KAWASAKI;ER-6N;2014;7;BS;7
49468;2;0500;SUZUKI;GS-E;1989;10;B;5
49468;3;1200;BMW;R1200RT;2008;3;GT;11
49479;1;0125;BMW;C EVOLUTION (ELECTRI;2014;5;SCG;2
49508;1;0500;KAWASAKI;GPZ-S;1990;1;RS;5
49529;1;0650;SUZUKI;BANDIT IE 34CV;2009;1;BS;7
49537;3;0600;HONDA;HORNET IE;2008;8;SB;6
49621;1;0300;GAS GAS;EC ENDUCROSS MTT1;2010;9;EN;4
49655;1;1800;HONDA;GOLDWING F6B 40TH;2016;2;GT;16
49708;3;1050;TRIUMPH;SPEED TRIPLE;2007;4;SB;10
49802;1;1000;YAMAHA;FZ1 FAZER;2009;9;BS;9
49822;1;0800;MASAI;QUAD S800 CROSSOVER;2011;8;QM2;7
49846;1;0050;KYMCO;AGILITY;2007;12;SCB;0
49930;2;1000;YAMAHA;R1 IE (YZF-R1);2004;4;HYS;9
49968;1;0650;SUZUKI;SV-S 34CV;2001;3;SS;7
49979;1;0050;MBK;NITRO NAKED;2008;1;SCS;0
50031;1;1000;KAWASAKI;Z1000 IE;2005;5;SB;9
50050;1;0600;SUZUKI;"GSX-R ""MODIFIEE CIRC";2010;1;SS;6
50057;2;0300;PIAGGIO;MP3 LT TOURING;2011;10;S32;4
50059;1;1800;SUZUKI;INTRUDER M1800R (VZ-;2012;3;CS;16
50059;2;1000;KAWASAKI;Z1000 IE;2008;1;SB;9
50059;5;0900;HONDA;CBR-RR FIREBLADE;1999;2;HYS;9
50071;1;1340;HARLEY-DAVIDSON;DYNA SUPER GLIDE;1995;9;CU;12
50153;1;0600;YAMAHA;XTE;1995;8;T;6
50159;1;0600;HONDA;HORNET IE;2007;10;SB;6
50190;1;0300;BETAMOTOR;XTRAINER;2016;2;EN;4
50190;2;1200;TRIUMPH;BONNEVILLE T120;2017;6;B;11
50313;2;0950;SUZUKI;GSX 950S;2023;4;BS;9
50313;1;0650;SUZUKI;SV-N;1999;2;BS;7
50454;1;0750;KAWASAKI;Z 750-N IE;2004;7;SB;7
50522;1;1450;HARLEY-DAVIDSON;ROAD KING CLASSIC;2005;2;GT;13
50564;1;0700;YAMAHA;TENERE 700 WORLD RAI;2023;5;TM;7
50581;1;0800;YAMAHA;FZ8-S FAZER;2012;7;BS;8
50691;1;0900;KAWASAKI;Z900 ABS;2019;3;SB;9
50693;1;0800;HONDA;VFR-F V-TEC ABS;2008;4;ST;8
50733;1;1200;KAWASAKI;ZRX;2002;8;BS;11
50833;3;0250;KYMCO;QUAD MAXXER;2008;10;QM2;3
50833;1;1000;ACM;CBR SIDE-CAR ORION;1998;8;SI;9
50833;2;0300;KYMCO;QUAD MXU R;2011;7;QM2;4
50970;1;0600;HONDA;CBR-RR IE;2007;3;HYS;6
50994;1;0650;KAWASAKI;ER-6N;2012;1;BS;7
51002;1;0750;MOTO GUZZI;V7 II STORNELLO;2016;3;B;7
51037;3;0600;HONDA;HORNET IE;2007;4;SB;6
51037;4;0750;SUZUKI;GSX-R IE;2008;6;HYS;7
51037;6;0125;HONDA;PCX;2015;4;SGR;1
51037;7;0250;GAS GAS;EC ENDUCROSS;2007;4;EN;3
51037;8;0600;HONDA;CBR-RR IE;2003;1;HYS;6
51108;1;0650;SUZUKI;BANDIT ABS 34CV;2007;4;BS;7
51273;1;0750;SUZUKI;GSR;2012;1;SB;7
51286;1;0530;YAMAHA;T-MAX;2012;1;SCS;6
51305;2;06000000000000000;KAWASAKI;ZX-6R NINJA;2000;6;SS;6
51314;1;0750;KAWASAKI;Z 750-N IE 34CV;2005;1;SB;7
51334;1;0400;SUZUKI;GSX400S;1984;4;B;5
51355;1;0125;HONDA;PCX;2016;3;SGR;1
51420;1;0821;DUCATI;HYPERMOTARD  70KW;2014;11;SM;8
51429;1;0350;KTM;EXC-F MTT1;2019;1;EN;4
51470;1;1100;HONDA;CB 1100;2014;1;B;10
51476;1;0125;HONDA;VARADERO;2006;4;TMR;1
51509;4;0125;HONDA;GLR;2017;6;B;1
51509;3;06900000000000000;KTM;DUKE R (SM);2011;6;SM;7
51520;2;1000;YAMAHA;THUNDERACE (YZF-R);1999;7;SS;9
51520;1;0600;SUZUKI;GSX-R;1999;5;SS;6
51520;4;1700;YAMAHA;V-MAX;2011;8;CS;16
51520;3;0500;KAWASAKI;GPZ-S 34CV;1996;7;RS;5
51556;1;0125;KTM;DUKE ABS;2014;3;B;1
51627;1;0400;TGB;QUAD AVENGER;2008;1;QM2;5
51734;2;0700;YAMAHA;MT-07 ABS;2019;1;BS;7
51758;1;0050;PIAGGIO;TYPHOON;2000;10;SCS;0
51771;1;0765;TRIUMPH;STREET TRIPLE RS;2017;4;SB;8
51796;1;0600;HONDA;HORNET;2001;8;SB;6
51813;2;0600;SUZUKI;DR600S;1987;6;T;6
51947;1;11000000000000000;MOTO GUZZI;CALIFORNIA IE VINTAG;2007;9;CU;10
51947;2;03500000000000000;YAMAHA;XT;1990;5;T;4
51966;3;0700;YAMAHA;MT-07 ABS 35KW;2017;5;BS;7
51966;1;1800;HONDA;GOLDWING CONFORT;2012;1;GT;16
51966;2;0500;HONDA;CB 500FA;2014;10;B;5
51972;1;0650;SUZUKI;BANDIT IE 34CV;2008;9;BS;7
52043;4;0600;SUZUKI;BANDIT-Z 34CV;2000;5;BS;6
52043;1;0125;YAMAHA;TDR;1995;3;TS;1
52043;3;0125;BETAMOTOR;RR MOTARD SM;2008;12;SM;1
52058;1;0500;BOMBARDIER-BRP;QUAD CAN-AM OUTLANDE;2013;9;QM2;5
52103;1;0650;SUZUKI;GLADIUS;2011;3;BS;7
52107;1;00500000000000000;MOTOBECANE;40T;1970;1;B;0
52133;1;0600;KAWASAKI;ZZR;1993;10;ST;6
52133;2;0125;HONDA;NSR;1991;7;SS;1
52200;1;0650;BMW;C650 GT;2013;5;SCG;7
52207;1;0675;TRIUMPH;STREET TRIPLE R;2011;5;SB;7
52225;1;1200;TRIUMPH;DAYTONA;1994;11;ST;11
52261;2;1000;BMW;S1000RR (FULL);2015;7;HYS;9
52266;1;1200;BMW;R1200RT;2016;3;GT;11
52307;1;0650;SUZUKI;GLADIUS;2015;3;BS;7
52343;2;0090;SUZUKI;QUAD Z90;2011;1;QU;0
52343;4;0125;MOTOCONFORT;MOBYSCOOT;2005;6;SCB;1
52343;1;0085;SUZUKI;RM;2016;5;CR;1
52343;3;0700;KAWASAKI;QUAD KVF NON HOMOLOG;2004;1;QU;0
52343;5;0250;QUADDY;QUAD YAMAHA YMF-R;2009;7;QM2;3
52351;1;0800;YAMAHA;FZ8-S FAZER ABS;2010;7;BS;8
52481;1;01250000000000000;YAMAHA;X-MAX ABS;2016;3;SCS;1
52538;1;1100;DUCATI;MONSTER EVO;2011;9;BS;10
52571;1;0650;SUZUKI;DR 650 RER;2000;9;T;7
52578;1;0600;SUZUKI;BANDIT 34CV;1999;8;BS;6
52603;1;0050;TNT MOTOR;ROMA;2016;3;SCB;0
52652;1;0800;DUCATI;SCRAMBLER CLASSIC;2016;3;B;8
52655;1;0500;HONDA;CB 500;1995;10;B;5
52657;2;0125;YAMAHA;TDR;2003;3;TS;1
52657;3;0050;YAMAHA;CHAPPY;2014;11;B;1
52657;1;1200;DUCATI;DIAVEL;2014;11;CS;11
52657;4;1200;BMW;R1200GS ABS;2016;5;TMR;11
52678;1;0600;YAMAHA;FZS FAZER;2002;3;BS;6
52698;1;00500000000000000;YAMASAKI;PRO50;2015;7;SS;0
52799;1;1100;KAWASAKI;ZZR;1990;6;ST;10
52805;1;0600;SUZUKI;GSR;2007;6;SB;6
52858;1;0883;HARLEY-DAVIDSON;SPORTSTER IRON;2010;4;B;9
52866;1;1300;SUZUKI;"GSX-R ""HAYABUSA""";2000;10;ST;12
52869;1;0750;SUZUKI;GSX-R IE;2004;4;HYS;7
52869;2;1200;HARLEY-DAVIDSON;SPORTSTER NIGHTSTER;2010;8;B;11
52943;4;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;7;SCG;0
52943;3;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;7;SCG;0
52971;1;1000;YAMAHA;"R1 IE ""MODIFIEE CIRC";2019;5;HYS;9
53005;2;1200;BMW;R1200RT;2015;11;GT;11
53005;4;0800;BMW;F800R ABS 34CV;2009;9;B;9
53017;1;0050;PIAGGIO;ZIP;2016;3;SCB;0
53041;1;1000;HONDA;CB 1000RA ABS;2009;5;SB;9
53089;1;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;6;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;25;0125;BMW;C EVOLUTION (ELECTRI;2017;7;SCG;2
53089;7;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;26;0125;BMW;C EVOLUTION (ELECTRI;2017;7;SCG;2
53089;28;0125;BMW;C EVOLUTION (ELECTRI;2017;7;SCG;2
53089;2;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;3;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;5;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;8;0050;PEUGEOT;E-VIVACIY (ELECTRIQU;2014;5;SCG;0
53089;24;0125;BMW;C EVOLUTION (ELECTRI;2017;7;SCG;2
53089;27;0125;BMW;C EVOLUTION (ELECTRI;2017;7;SCG;2
53089;29;0125;BMW;C EVOLUTION (ELECTRI;2014;4;SCG;2
53097;1;06000000000000000;YAMAHA;XTZ TENERE USAGE TT;1985;1;EN;6
53177;1;0125;KTM;EXC;2009;6;EN;1
53184;2;0125;YAMAHA;X-MAX BUSINESS ABS;2014;1;SCS;1
53184;1;1450;HARLEY-DAVIDSON;HERITAGE SOFTAIL CLA;2002;9;CU;13
53196;1;0125;YAMAHA;WR-X;2010;6;SM;1
53332;1;0900;YAMAHA;XJS DIVERSION GT;1998;10;GT;8
53343;5;0650;HONDA;NTV;1993;8;B;7
53343;2;1300;KAWASAKI;Z1300 INJECTION;1985;12;B;12
53343;1;1000;MARTIN;CBX MODIFIEE;1983;1;RS;10
53343;3;1300;KAWASAKI;Z1300 INJECTION;1985;1;B;12
53343;4;1300;KAWASAKI;Z1300;1983;1;B;12
53353;1;0600;SUZUKI;BANDIT-S 34CV;2000;5;BS;6
53521;1;0600;HONDA;HORNET       (70KW);2003;4;SB;6
53564;1;0125;YAMAHA;XV VIRAGO;1997;4;CU;1
53564;2;0125;YAMAHA;X-MAX;2010;1;SCS;1
53564;3;0050;VELOSOLEX;3800;1967;1;B;0
53566;1;0050;PEUGEOT;ELYSTAR;2008;12;SCG;0
53645;1;04000000000000000;SUZUKI;DRZ-S;2000;7;TS;5
53657;1;0650;KAWASAKI;ER-6F ABS;2016;4;SS;7
53818;1;0700;KYMCO;SSV UXV ESSENTIEL;2015;6;QM2;7
53996;1;15840000000000000;HARLEY-DAVIDSON;DYNA FAT BOB;2011;5;CU;14
54029;1;0750;KAWASAKI;"ZXR  ""STINGER""";1990;12;SS;7
54102;1;0600;HONDA;HORNET IE;2009;6;SB;6
54200;1;0600;YAMAHA;R6 IE (YZF-R6);2011;1;HYS;6
54207;2;0650;SUZUKI;GSX-F  34CV;2012;3;ST;7
54210;1;0600;YAMAHA;R6 (YZF-R6);2003;9;HYS;6
54211;1;0954;HONDA;CBR-RR FIREBLADE;2002;2;HYS;9
54308;2;0650;SUZUKI;DR 650 RSE;1992;10;T;7
54308;1;0955;TRIUMPH;SPRINT RS;2000;2;ST;9
54333;1;0800;KAWASAKI;"Z800 ""E""  35KW";2016;4;BS;8
54380;2;0125;YCF;PIT (DIRT) BIKE F-ST;2016;7;CR;0
54380;4;0150;YCF;PIT (DIRT) BIKE FACT;2016;1;CR;0
54380;6;0125;YAMAHA;SR;1992;8;CU;1
54380;7;0535;YAMAHA;XV VIRAGO;1992;9;CU;6
54380;3;0500;HONDA;CB 500FA;2023;9;B;5
54380;8;0050;DUCATI;TT;1976;1;T;0
54385;1;1000;SUZUKI;GSX-R;2007;11;HYS;9
54390;1;0300;SHERCO;SE-R 3.0;2021;2;EN;4
54390;2;0796;DUCATI;MONSTER  35KW;2012;1;BS;8
54422;2;1000;YAMAHA;R1 (YZF-R1);2001;6;HYS;9
54468;1;0700;YAMAHA;MT-07 ABS 35KW;2016;4;BS;7
54490;2;0750;KAWASAKI;Z 750-N IE;2009;4;SB;7
54490;1;0750;KAWASAKI;ZR-7 S;2002;6;B;7
54504;1;1000;HONDA;CBR1000F DUAL CBS;1993;4;ST;9
54515;1;01250000000000000;KYMCO;ZING;1999;3;CU;1
54539;1;00500000000000000;PIAGGIO;ZIP;2016;7;SCB;0
54558;1;1800;HONDA;GOLDWING;2005;4;GT;16
54608;1;0650;KAWASAKI;ER-6N;2009;2;BS;7
54608;2;0650;SUZUKI;BANDIT IE 34CV;2008;1;BS;7
54656;1;0675;TRIUMPH;STREET TRIPLE  ABS;2014;9;SB;7
54671;2;0620;DUCATI;MONSTER IE DARK;2004;7;BS;6
54715;2;1000;APRILIA;RS-V MILLE;2003;1;SS;9
54731;1;0050;DERBI;GPR RACING;2011;1;SS;0
54843;1;0650;KAWASAKI;ER-6N  35KW;2013;1;BS;7
54848;1;0650;KAWASAKI;ER-6F  34CV;2006;7;SS;7
54888;1;0650;KAWASAKI;ER-6N 34CV;2007;3;BS;7
54929;2;0125;HONDA;CB 125F;2016;4;B;1
54929;1;0050;SKY TEAM;SKYMAX (DAX REPLICA);2010;8;B;0
54938;1;0300;KAWASAKI;NINJA 300R;2014;3;SS;4
54961;1;0600;YAMAHA;XJ6  34CV;2009;12;B;6
54988;2;0883;HARLEY-DAVIDSON;SPORTSTER;1988;10;B;9
54988;4;0900;YAMAHA;XJS DIVERSION;1994;11;GT;8
54992;2;1250;SUZUKI;BANDIT;2007;9;BS;12
55020;1;0750;HONDA;VF-C;1987;4;CS;7
55025;1;0500;PIAGGIO;MP3 LT BUSINESS;2012;11;S32;5
55132;1;0125;YAMAHA;YZF-R;2010;1;RS;1
55143;1;0600;YAMAHA;FZS FAZER;1999;12;BS;6
55208;1;0600;BMW;R60/6;1976;7;B;6
55310;1;1200;BMW;R1200GS ABS;2011;6;TMR;11
55362;1;00500000000000000;PIAGGIO;VESPA SPRINT 2T;2015;4;SCB;0
55451;1;0125;RIEJU;MARATHON PRO;2012;8;T;1
55503;2;1200;BMW;R1200RT PACK;2017;10;GT;11
55508;1;1200;BMW;R1200GS ADVENTURE AB;2014;7;TMR;11
55546;1;0600;BMW;R60/6;1975;9;B;6
55615;1;0600;YAMAHA;FZS FAZER 34CV;2000;5;BS;6
55615;2;0125;HONDA;CB 125F;2022;6;B;1
55624;1;0300;AEON;SSV CUBE;2014;8;QM2;4
55653;1;06000000000000000;HONDA;HORNET IE;2011;6;SB;6
55655;1;0400;HONDA;CM-T;1980;12;CU;5
55693;2;0750;HONDA;TRANSALP XL750;2023;8;TM;7
55707;1;06000000000000000;SUZUKI;BANDIT;2000;1;BS;6
55852;1;0400;SUZUKI;BURGMAN;2003;9;SCG;5
55909;1;0900;YAMAHA;TDM;2010;1;B;9
55947;1;0650;KAWASAKI;ER-6N  35KW;2012;6;BS;7
55958;1;0600;HONDA;HORNET  34CV (COMPAT;2000;4;SB;6
56044;3;0750;HONDA;VF-F;1983;12;RS;7
56044;1;0900;TRIUMPH;BONNEVILLE IE SPIRIT;2016;4;B;8
56120;1;0600;KAWASAKI;ZZR;2002;8;ST;6
56143;1;0600;YAMAHA;R6 (YZF-R6);2001;9;HYS;6
56148;1;0125;SUZUKI;VANVAN (RV125);2012;5;T;1
56201;2;0600;YAMAHA;R6 IE (YZF-R6);2017;6;HYS;6
56232;1;05000000000000000;HONDA;CB 500F;2013;11;B;5
56268;1;0400;HONDA;SILVER WING (FJS);2006;1;SCG;4
56280;1;0750;KAWASAKI;Z 750-N IE;2006;7;SB;7
56295;1;1100;SUZUKI;GSX1100G;1991;7;B;10
56360;12;0883;HARLEY-DAVIDSON;SPORTSTER IRON;2013;10;B;9
56360;4;0050;PEUGEOT;KISBEE RS 2T;2016;5;SCB;0
56360;7;0650;BMW;F650GS;2006;2;T;7
56360;3;0650;SUZUKI;V-STROM ABS;2010;9;TMR;7
56360;6;0700;BMW;F700GS;2015;9;TMR;8
56360;9;0125;MBK;SKYCRUISER;2013;5;SGR;1
56360;10;0750;HONDA;INTEGRA S (NC750D);2016;6;SGR;7
56360;1;0700;HONDA;NC700XA;2013;4;B;7
56360;2;0700;YAMAHA;MT-07 TRACER;2017;3;B;7
56360;5;1200;BMW;R1200GS;2013;3;TMR;11
56430;1;0050;SKY TEAM;DINGO (DAX REPLICA);2016;5;B;0
56432;2;0900;TRIUMPH;DAYTONA;1993;1;ST;8
56486;1;0600;SUZUKI;BANDIT 34CV;1995;11;BS;6
56507;1;10000000000000000;YAMAHA;R1 (YZF-R1);1999;6;HYS;9
56508;1;1100;DUCATI;HYPERMOTARD EVO;2010;4;BS;10
56508;2;0600;HONDA;"CBR ""MODIFIEE CIRCUI";1991;1;SS;0
56538;1;1150;BMW;R1150GS ADVENTURE;2003;5;TM;11
56547;1;0750;APRILIA;SHIVER 35KW;2012;8;BS;7
56547;2;0250;KAWASAKI;KR-1S;1991;7;SS;3
56585;1;1300;BMW;K1300GT (FULL);2010;11;GTS;12
56609;1;1300;HONDA;CB-S C-ABS;2011;3;BS;12
56630;1;0600;HONDA;HORNET       (71KW);2006;8;SB;6
56660;1;05300000000000000;YAMAHA;T-MAX;2016;5;SCS;6
56660;2;0300;HONDA;FORZA;2019;1;SCG;3
56677;1;0700;YAMAHA;MT-07 ABS 35KW;2016;11;BS;7
56692;1;0750;APRILIA;SHIVER 35KW;2016;5;BS;7
56696;2;0500;HONDA;CB500F (< 1980);1973;7;B;5
56696;1;06500000000000000;KAWASAKI;VERSYS;2007;4;B;7
56699;1;0600;HONDA;CBR 600F;2011;5;SS;6
56718;1;0600;HONDA;HORNET IE;2012;6;SB;6
56902;1;0125;HONDA;CG;2007;5;B;1
56960;2;1290;KTM;SUPERDUKE R;2018;9;SB;12
56992;1;1400;MOTO GUZZI;CALIFORNIA ELDORADO;2018;9;CU;13
56998;1;0300;KAWASAKI;Z300 ABS;2016;5;B;4
57116;1;0900;YAMAHA;XJS DIVERSION;1995;1;GT;8
57119;1;1800;HONDA;GOLDWING AIRBAG;2016;4;GT;16
57159;3;0750;BMW;K75 ABS;1990;8;B;7
